epoch,accuracy,loss,val_accuracy,val_loss
69,0.26249998807907104,0.3382006287574768,0.08636363595724106,0.3638787567615509
70,0.271590918302536,0.33862417936325073,0.05454545468091965,0.37084853649139404
71,0.2556818127632141,0.33729982376098633,0.27272728085517883,0.35624173283576965
72,0.25,0.33629652857780457,0.25,0.37164002656936646
73,0.23181818425655365,0.33874258399009705,0.05454545468091965,0.39623066782951355
74,0.27386364340782166,0.33474093675613403,0.23636363446712494,0.36412498354911804
75,0.25681817531585693,0.3338158428668976,0.24090908467769623,0.38085347414016724
76,0.2556818127632141,0.33647602796554565,0.17272727191448212,0.3546310365200043
77,0.26249998807907104,0.33512794971466064,0.05000000074505806,0.41430211067199707
78,0.26249998807907104,0.3363412320613861,0.23181818425655365,0.3434983193874359
79,0.2556818127632141,0.3371010422706604,0.1772727221250534,0.357354074716568
80,0.2545454502105713,0.33403319120407104,0.2136363685131073,0.34619250893592834
81,0.27272728085517883,0.3348774015903473,0.2136363685131073,0.34560686349868774
82,0.28863635659217834,0.33156901597976685,0.20909090340137482,0.35145124793052673
83,0.2602272629737854,0.3332374691963196,0.24090908467769623,0.34673118591308594
84,0.27954545617103577,0.3283752202987671,0.22272726893424988,0.3557960093021393
85,0.271590918302536,0.33514174818992615,0.2772727310657501,0.35282355546951294
86,0.27840909361839294,0.3313464820384979,0.20909090340137482,0.34803473949432373
87,0.27272728085517883,0.3335787355899811,0.25,0.3580058217048645
88,0.27840909361839294,0.3320634961128235,0.2772727310657501,0.37683165073394775
89,0.2818181812763214,0.32960912585258484,0.20454545319080353,0.34218838810920715
90,0.2863636314868927,0.33027586340904236,0.25,0.37717440724372864
91,0.27386364340782166,0.33328479528427124,0.26363635063171387,0.3524572551250458
92,0.28977271914482117,0.33061784505844116,0.07727272808551788,0.3556997776031494
93,0.2806818187236786,0.331202894449234,0.15454545617103577,0.36921486258506775
94,0.2750000059604645,0.3292250633239746,0.22272726893424988,0.3818883001804352
95,0.2874999940395355,0.3286667466163635,0.20000000298023224,0.35245370864868164
96,0.31022727489471436,0.32726868987083435,0.24090908467769623,0.35850924253463745
97,0.2965908944606781,0.32931700348854065,0.2454545497894287,0.3546507954597473
98,0.3079545497894287,0.32587558031082153,0.19090908765792847,0.36194998025894165
99,0.2545454502105713,0.33143094182014465,0.23181818425655365,0.352117121219635
